Publisher Name,Publisher Registry Id,2021-12,2022-01,2022-02,2022-03,2022-04,2022-05,2022-06,2022-07,2022-08,2022-09,2022-10,2022-11,Time lag
Commune de Toviklin - Bénin,toviklin,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Concordis International,concordis,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Confederation of Danish Industry,di,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Conflict Dynamics International,cdi,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
"Conflict, Stability and Security Fund",cssf,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Congodorpen vzw,congodorpen,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Conseil et Appui pour l'Education à la Base Mali,caeb_mali,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Consortium for Street Children,csc,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Construction Sector Transparency Initiative (CoST),cost_uk,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Cord,cord,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Corus International,corus,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Cowater UK Limited,cowateruk,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Coöperatief Climate Fund Managers U.A.,cfm,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Croix-Rouge de Belgique Communauté francophone - Activités internationales ASBL,crb-ai_admin,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Cross-Government Prosperity Fund,prosperityfund,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Cyan International,cyan,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
D. Capital Partners,dcapitalpartners,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
DAI Global Health,healthpartners-international,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
DKT - (Pakistan),dkt,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
DKT RD Congo,dkt_drc,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
DNH Mali (Direction Nationale de l’Hydraulique du Mali),pca-gire,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Damiaanactie / Action Damien,damien-foundation,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Data4Development,d4d,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
David Gordon Memorial Hospital,dgmh,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Dawuro Development Association,dawuro_da,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
DeafKidz International,dki1151219,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Delivery Associates Ltd,delivery_associates,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Deloitte Touche Tohmatsu India LLP,dttillp,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Democratic Governance Facility,dgf,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Department for International Trade,dit,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Desmond Tutu HIV Foundation,dthfxx12,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Development Aid from People to People (DAPP) Malawi,dapp,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Development Expertise Center,dec_ethiopia,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Development Organisation of the Rural Poor,dorp-org,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Developments In Literacy Trust UK,diltuk,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Diakonia Sweden,diakonia802017-3517,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Digital Campus,dc,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Direcção Provincial de Saúde de Nampula,dps-nampula,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Disability Rights Advocacy Fund,draf,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Disability Rights Fund,drf,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Disability and Development Partners,ddp,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
"Discovery Learning Alliance, Inc.",dla,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Doctors of the World (NL)/ Dokters van de Wereld,mdmnl,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Doctors of the World UK,dotw_uk,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Doctors with Africa CUAMM,cuamm,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Down syndrome Foundation Nigeria,dsfn,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Dóchas - Irish Association of Non Governmental Development Organisations,dochas,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
ELEVATE Hong Kong Holdings Limited,elevatelimited,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Earthworm Foundation,ewf,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Echos Communication,ec,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Economic and Social Fund for Development,esfd,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Economic and Social Research Foundation (ESRF),esrf,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Ecorys Nederland B.V.,ecorysnl,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Educate!,educate,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Edukans Foundation,edukans_foundation,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Emissa,emissa,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Emmanuel International UK,eiuk,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Energy 4 Impact,e4i,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Energy Saving Trust,energy_saving_trust,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
EngenderHealth Ethiopia,engenderhealth_eth,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Engineers Without Borders Canada,ewb_canada,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Enhanced Integrated Framework,eif,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Enroot,nroot,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
"Entiqal for Training ""Partners for Good""",pfg,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Environmental Centre for Oil Spills and Gas Flaring (NACGOND),nacgond-,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Equality Now,e_n,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Ethiopian Horticulture Producer Exporters Association (EHPEA),ehpea,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Ethiopian Public Health Association,epha,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Eurasia Partnership Foundation,epf,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
European Institute of Peace,eip,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
European Journalism Centre,ejc,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
EveryChild,evc,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Excellent Development,excellent,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Exeter Ethiopia Link,eel,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
FHI360,fhi360,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
FMO,fmo,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
FONCABA ASBL KBA VZW,foncaba,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
FRANK Water,frankwater,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
FSD Africa,fsdafrica,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
FairChain Foundation,fc-f,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Fairtrade Belgium,fairtrade_be,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Fairtrade Labelling Organizations International e.V.,fairtrade_international,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Family Aids Caring Trust,fact,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Family Counseling and Development Foundation,fcdf,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Family Life Education Program,flepuganda,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Farm Concern International,fci,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Fauna & Flora International,ffi_publisher,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Feed the Minds,ftm-291333,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
"Field Ready, USA",field_ready,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Fiftyfifty,fiftyfifty-lb,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Fight Hunger Foundation,fhf,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Financial Sector Deepening Uganda,fsduganda,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Find Your Feet,fyf,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Fondation Hirondelle,fh_ch,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Food and Agriculture Organization of the United Nations (FAO),fao,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Food for the Hungry UK,fh,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Forest Trends Association,forest-trends,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Forests Monitor,fm,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Forever Sabah,fs,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Forschungsinstitut zur Zukunft der Arbeit GmbH (IZA),iza,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Foundation for Social Improvement,the_fsi,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Free Press Unlimited,free_press_unlimited,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Freedom Forum,ff,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Friends of Kipkelion,kipkelion,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Friends of Publish What You Fund,friendsofpwyf,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
"Friends of the Earth England, Wales and Northern Ireland",foe_ewni,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Friends of the Earth-Ghana,foe-ghana,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Fundacion Acceso,fundacion-acceso,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Fundación Avina,fundacionavina,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Fundación Oriéntame,orientame,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Fundo de Investimento e Patrimonio do Abastecimento de Água (FIPAG),fipag,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
GEMS Education Solutions,mgcubed,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
GOAL,goal,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
GOGLA - Global Off-Grid Lighting Association,gogla,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
GPPAC Foundation,gppac,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
GSMA Foundation,gsma_foundation,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Gender Links,gl,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
GiveDirectly,givedirectly,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Global Action Nepal,gan,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Global Alliance for TB Drug Development,tb-a,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Global Anaesthesia Development Partnerships,gadp,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Global Antibiotic Research and Development Partnership,gardp,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Global Focus,globaltfokus,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Global Fund to End Modern Slavery,gfems,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Global Green Growth Institute (GGGI),gggi,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Global Network of Sex Work Projects (NSWP),nswp,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Global Partnership for Education,gpe,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Global Witness,globalwitness,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
GlobalGiving.org,globalgiving,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
GoodWeave International,goodweave_intl,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Greater Virunga Transboundary Collaboration,gvtc,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Groupe Pivot Santé Population,gpsp-org,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Grow Movement,growmovement_admin,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
HM Treasury,hmtfitb,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
HTSPE,htspe,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Hagar International UK,hagar_uk,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Haiti Hospital Appeal,hha,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Hand in Hand International,handinhand,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Health Development Initiative,hdi,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
HealthProm,hp_12,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Healthright International-Kenya,hri,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Heartland Alliance International,ha-i,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Heifer International South Africa,hsa,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Heifer Nederland,heifernederland,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
HelpAge International,helpage_international,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Hiber for Electronic Media,7iberdotcom,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Hilfswerk Austria Zimbabwe,hwa-zm,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Homeless International,hi,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Hope for Children,hfc,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Horizons for Green Development,horizons,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Hospice Africa Ltd,hauk,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Human Relief Foundation,hrf,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
I Choose Life Africa,ke-ngc-3372,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
ICA:UK,icauk,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
ICS,ics,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
IDEO.org,ideo_org,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
IDOM INGENIERIA,idom_mx,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
IDinsight,idinsight,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
IFOAM - Organics International,ifoam,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
IMA World Health,us-imawh,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
IMD Moçambique,imdmozambique,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
IMPACT Initiatives,impact_initiatives,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
IREX (International Research and Exchange Board),irex,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Impunity Watch,iw_admin,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Index Initiative Foundation,iif,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Indigo Trust,indtrust,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Iniciativa Climatica de Mexico,icm_mx,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Innovate UK KTN,ktn,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Instiglio,instiglio,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
"Institut National de l'Eau, Benin",ine_benin,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Institute for Policy Research and Advocacy (ELSAM),elsam,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Institute for War & Peace Reporting,iwpr,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Instituto BVRio,bvrio,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
InterAction,interaction,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
InterAction's NGO Aid Map,ia_nam,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
InterClimate Network,icn,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Interact Worldwide,iww_publish,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
International Aids Vaccine Initiative (IAVI),iavi,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
International Campaign Women´s Right to Safe Abortion,icwrsa,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
International Centre for Antimicrobial Resistance Solutions,icars,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
"International Centre for Diarrhoeal Disease Research, Bangladesh (icddr,b)",icddrb,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
International Centre for Migration Policy Development,icmpd,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
International Centre of Insect Physiology and Ecology (icipe),icipe,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
International Child Development Initiatives,icdi,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
International Council of Voluntary Agencies,icva,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
International Federation of Accountants,ifac,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
International Food Policy Research Institute,ifpri,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
International Initiative for Impact Evaluation,3ie,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
International Monetary Fund,imf,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
International NGO Safety Orgnisation,inso,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
International Network of People who Use Drugs (INPUD),inpud_admin,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
International Primary Care Respiratory Group,ipcrg,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
International Procurement Agency,ipa,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
International Service,unais,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
International Treatment Preparedness Coalition (ITPC),itpc,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
International Union for Conservation of Nature and Natural Resources,iucn,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
International Women's Development Agency,iwda,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
International Youth Alliance for Family Planning,iyafp,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
IntraHealth International,intrahealth,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Ireland - Department of Foreign Affairs,irishaid,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
"Iringa Development of Youth, Disabled and Children Care",idydc,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Irise International,irise_int,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Irrawaddy Policy Exchange,ipe,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Japan International Cooperation Agency (JICA),jica,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Jeevika Trust,jeevika_trust,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Jinja district union of persons with disabilities,jidu2021,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
JoWomenomics,jowomenomics,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Johns Hopkins University,gi-jhu,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Jordan River Foundation,jrf,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Joshua Orphan and Community Care,jocc_uk,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Justice For All Prison Fellowship Ethiopia,jfa-pfe,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
KITUO CHA SHERIA,kituo,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
KPMG LLP,kpmgllp,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Kadaster International,kad,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Karuna Mission Social Solidarity - KMSS,kmss,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Karuna Trust,karuna,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Kathmandu Medical College Public Limited,kmc,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Kemitraan Bagi Pembaruan Tata Pemerintahan,kemitraan,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Kenya National Commission on Human Rights,knchr,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Kenya Private Sector Alliance,kepsa,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Kepa ry,kepa,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
King Hussein Foundation,khf,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Kisumu Medical and Education Trust,kmet,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Koninklijk Nederlands Meteorologisch Instituut,knmi,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
KwaAfrica,kwaafrica,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Kwame Nkrumah University of Science and Technology,knust,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Kyiv School of Economics and Management,kse,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
LAMB Health Care Foundation,lhcf,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
LEAD International,lead_international,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
LIWA programme trust,liwa-admin,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Land Equity International,lei,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Larive International,larive,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Leaders of Tomorrow,sqf,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Learning for Life,learningforlife,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Lemann Foundation,lemann,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Lepra,lepra,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Light Castle Partners,lcp,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Link Community Development Scotland,lcds,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
"Lithuania, Ministry of Foreign Affairs",lithuania_mfa,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Lively Minds,livelyminds,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Living Earth Foundation,livingearth12,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Local Development and Small Projects Support,ldsps,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
London Business School,lbs,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
London School of Economics and Political Science,lse,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Loughborough University,lboro,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
MADE in Europe,mie-1134415,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
MAMTA - Health Institute for Mother and Child,mamta_himc,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
MICAIA,mic-uk,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Maastricht School of Management,msm-ipd,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Magariro,magariro,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Makerere University School of Public Health,maksph,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Mango Tree Property Management LTD,mangotree,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Mastercard Foundation,mastercard-foundation,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Maxwell Stamp PLC,mstamp,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
McKinsey & Company,mck,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
McKinsey Development Partners,mdp,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
MedAccess Guarantee Limited,medaccess,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Medair,medair,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Medecins du Monde Belgique - Dokters van de Wereld Belgïe,medecins,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Medecins du Monde France,mdm-fr,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Media Development Investment Fund,mdif,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
"Medical Research Centre (MRC), Sierra Leone",mrc-sierra-leone,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
MedicineAfrica Ltd.,medafrica,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Medicos del Mundo,mdm_spain,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Meningitis Research Foundation,mrf,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Mercy Corps Global,mcg,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Mercy Corps Netherlands,mcn,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Mercy-USA for Aid and Development,mercy-usa,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Micro Insurance Academy,mia_india,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
MicroLoan Foundation,mlf,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Ministry of Foreign Affairs - United Arab Emirates (UAE),mofaic_uae,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Ministry of Foreign Affairs of  Japan,mofa-jpn,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Ministry of Foreign and European Affairs of the Slovak Republic,slovakaid,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Mukisa Foundation,mukisa_foundation,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Mulanje Mission Hospital,mmh,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Multilateral Investment Fund,fomin,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Musalaha Ministry of Reconciliation,mmr_admin2,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Muslim Aid,muslimaid,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
NGO Federation of Nepal,nfn,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
NIRAS A/S,niras,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
NKHOMA MISSION HOSPITAL,nmhiati,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
NLR,nlr,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
NLR Indonesia,nlr_indonesia,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
NORSAAC,norsaac,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
"Namati, Inc",namati_inc,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
National Coalition of Human Rights Defenders - Kenya,nchrdk,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Natural Justice,nj_1,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Natural Resource Governance Institute (NRGI),nrgi,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
"Natural Resources Institute, University of Greenwich.",nri,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Near East Foundation (NEF USA),nef_usa,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Near East Foundation Mali (NEF Mali),nef_mali,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Near East Foundation UK (NEF UK),nef-uk,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Neem Foundation,neem,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Nepal Disabled Human Rights Center,dhrc_nepal,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Netherlands Organisation for Scientific Research (NWO),nwo,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Network For Enterprise Enhancement and Development Support,needs,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Network for Africa,network4africa,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
New York University,nyu,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Northern Ireland Cooperation Overseas Ltd,nico,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
